panel_rank,genejepa_index,gene_symbol,ensembl_id,token_id,detection_rate,mean_logcp10k,variance_logcp10k,current_panel_rank
72,4404,RTN4,ENSG00000115310,4407,0.5765619344418013,1.2567829613098596,1.3346188959509098,112
73,1321,RAB7A,ENSG00000075785,1324,0.5756415238888296,1.2351765457268666,1.2887240926092718,151
74,4576,ASH1L,ENSG00000116539,4579,0.575007139763619,1.2175537531856695,1.2509966305746516,189
75,4214,CSNK1A1,ENSG00000113712,4217,0.5747500559673778,1.2122627597352642,1.2322016348583134,200
76,4402,SPTBN1,ENSG00000115306,4405,0.5739186091356894,1.2887585586902972,1.4296792221045551,60
77,12282,SETD5,ENSG00000168137,12285,0.5725164606857939,1.2089711102475824,1.2465278166852394,191
78,5321,P4HA1,ENSG00000122884,5324,0.5723098521415106,1.257785186920269,1.3735876290599254,89
79,9181,RPS3,ENSG00000149273,9184,0.5719340774030579,1.258372524990479,1.3741724578218917,88
80,452,VIM,ENSG00000026025,455,0.570249563942642,1.6701428602823951,2.5227806536394617,0
81,12233,SRRM2,ENSG00000167978,12236,0.5695483153644924,1.195179508116129,1.2277805154253976,203
82,5956,AKAP9,ENSG00000127914,5959,0.5687560544149369,1.2183121834556268,1.2925190847136576,148
83,1315,ACTB,ENSG00000075624,1318,0.5656415395806178,1.2816067833592106,1.4633186937618152,51
84,2272,MYH9,ENSG00000100345,2275,0.5653457057852485,1.2561344542809587,1.395527143670776,76
85,38582,PVT1,ENSG00000249859,38585,0.5639491366378147,1.3333041458972703,1.6884190740225622,12
86,17703,OGA,ENSG00000198408,17706,0.5630055371089868,1.2020946076335208,1.2875502951458844,152
87,11275,NIPBL,ENSG00000164190,11278,0.5622885967426637,1.1860880927219462,1.2445873191622736,192
88,15814,IMMP2L,ENSG00000184903,15817,0.5614060208345102,1.3328720543157284,1.6486949887610831,17
89,5601,AHNAK,ENSG00000124942,5604,0.5586133184226475,1.25313472417962,1.436360681841323,57
90,15955,SMYD3,ENSG00000185420,15958,0.5585083577950876,1.235004976186609,1.3859134148064884,80
91,17494,RPL37A,ENSG00000197756,17497,0.5576659702999782,1.19686409952716,1.3133709619113507,132
92,4043,RPS12,ENSG00000112306,4046,0.5567889301059858,1.2175639381356484,1.367519095482035,94
93,723,ARID4B,ENSG00000054267,726,0.5564924424861093,1.1687515648420452,1.2442127581871676,193
94,14985,NPM1,ENSG00000181163,14988,0.5556168842943333,1.1976918284259217,1.317131465903999,128
95,10097,MYO1E,ENSG00000157483,10100,0.5549209534888424,1.3111534126508375,1.631298510915682,21
96,8246,RERE,ENSG00000142599,8249,0.5541158775789454,1.194024491092363,1.3166730935037572,129
97,2564,ANKRD12,ENSG00000101745,2567,0.5536605541921135,1.1937722333745926,1.3180184198391356,127
98,8262,RPL11,ENSG00000142676,8265,0.551552231686114,1.1717710616333168,1.2811791489576925,157
99,15070,ZBTB20,ENSG00000181722,15073,0.550644723270085,1.241763450884197,1.445574862400948,53
